Player,Team,Pos,Opp,GameTime,Cmp_Att,PsYds,PsTD,Int,RsAtt,RsYds,RsTD,Rec,RcYds,RcTD,1_39,40_49,50plus,KTot,XP,TT,Sck,FumF,FumR,Int,IntTD,FumTD,FFPts
Lache Seastrunk,NYJ,RB,Jax,W 23-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Andre Williams,LAC,RB,Phi,L 24-26,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Ka'Deem Carey,CHI,RB,@GB,L 14-35,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Lorenzo Taliaferro,BAL,RB,Pit,L 9-26,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Marion Grice,ARI,RB,SF,W 18-15,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Juwan Thompson,DEN,RB,Oak,W 16-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Kapri Bibbs,SFO,RB,@Ari,L 15-18,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Antonio Andrews,TEN,RB,@Hou,L 14-57,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Darrin Reaves,KAN,RB,Wsh,W 29-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Silas Redd,WAS,RB,@KC,L 20-29,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Ryan Hewitt,CIN,RB,@Cle,W 31-7,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Trey Watts,LAR,RB,@Dal,W 35-30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Austin Johnson,TAM,RB,NYG,W 25-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Senorise Perry,MIA,RB,NO,L 0-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Glenn Winston,CLE,RB,Cin,L 7-31,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Fitzgerald Toussaint,PIT,RB,@Bal,W 26-9,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Roosevelt Nix,PIT,RB,@Bal,W 26-9,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
David Johnson,ARI,RB,SF,W 18-15,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Marcus Murphy,NYJ,RB,Jax,W 23-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Jeremy Langford,BAL,RB,Pit,L 9-26,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Malcolm Johnson,SEA,RB,Ind,W 46-18,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Joey Iosefa,NWE,RB,Car,L 30-33,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
David Cobb,CHI,RB,@GB,L 14-35,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Karlos Williams,PIT,RB,@Bal,W 26-9,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Kenny Hilliard,WAS,RB,@KC,L 20-29,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Josh Robinson,IND,RB,@Sea,L 18-46,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Tyler Varga,IND,RB,@Sea,L 18-46,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
T.J. Yeldon,JAC,RB,@NYJ,L 20-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Mike Davis,SEA,RB,Ind,W 46-18,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Cameron Artis-Payne,CAR,RB,@NE,W 33-30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Michael Dyer,OAK,RB,@Den,L 10-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
John Crockett,OAK,RB,@Den,L 10-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Terrence Magee,CLE,RB,Cin,L 7-31,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Gus Johnson,LAC,RB,Phi,L 24-26,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Terron Ward,ATL,RB,Buf,L 17-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Jarryd Hayne,SFO,RB,@Ari,L 15-18,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Brandon Wegher,LAR,RB,@Dal,W 35-30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Alonzo Harris,GNB,RB,Chi,W 35-14,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Nikita Whitlock,NYG,RB,@TB,L 23-25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Trey Williams,PIT,RB,@Bal,W 26-9,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Akeem Hunt,KAN,RB,Wsh,W 29-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
C.J. Prosise,SEA,RB,Ind,W 46-18,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Kenneth Dixon,BAL,RB,Pit,L 9-26,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Jonathan Williams,BUF,RB,@Atl,W 23-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Kelvin Taylor,ATL,RB,Buf,L 17-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Darius Jackson,CLE,RB,Cin,L 7-31,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Dwayne Washington,DET,RB,@Min,W 14-7,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Daniel Lasco,NOR,RB,@Mia,W 20-0,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Keith Marshall,WAS,RB,@KC,L 20-29,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Zac Brooks,SEA,RB,Ind,W 46-18,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Josh Ferguson,IND,RB,@Sea,L 18-46,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Brandon Wilds,CLE,RB,Cin,L 7-31,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Jhurell Pressley,ATL,RB,Buf,L 17-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Byron Marshall,PHI,RB,@LAC,W 26-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
George Atkinson III,OAK,RB,@Den,L 10-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
James Wilder Jr.,BUF,RB,@Atl,W 23-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
D.J. Foster,ARI,RB,SF,W 18-15,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Dreamius Smith,LAC,RB,Phi,L 24-26,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Devon Johnson,CAR,RB,@NE,W 33-30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Troymaine Pope,IND,RB,@Sea,L 18-46,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Glenn Gronkowski,NWE,RB,Car,L 30-33,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Julian Howsare,NYJ,RB,Jax,W 23-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Kenneth Farrow,LAC,RB,Phi,L 24-26,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Paul Lasike,CHI,RB,@GB,L 14-35,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Don Jackson,GNB,RB,Chi,W 35-14,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
George Farmer,SEA,RB,Ind,W 46-18,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Mack Brown,WAS,RB,@KC,L 20-29,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Donnel Pumphrey,PHI,RB,@LAC,W 26-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
De'Angelo Henderson,DEN,RB,Oak,W 16-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Elijah Hood,OAK,RB,@Den,L 10-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Marquez Williams,JAC,RB,@NYJ,L 20-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Marlon Mack,IND,RB,@Sea,L 18-46,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Wayne Gallman,NYG,RB,@TB,L 23-25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
T.J. Logan,ARI,RB,SF,W 18-15,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Aaron Jones,GNB,RB,Chi,W 35-14,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Sam Rogers,LAR,RB,@Dal,W 35-30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Devante Mays,GNB,RB,Chi,W 35-14,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Joe Williams,SFO,RB,@Ari,L 15-18,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Khalfani Muhammad,TEN,RB,@Hou,L 14-57,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Jeremy McNichols,TAM,RB,NYG,W 25-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Brian Hill,ATL,RB,Buf,L 17-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Freddie Stevenson,CHI,RB,@GB,L 14-35,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Algernon Brown,NYJ,RB,Jax,W 23-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Jahad Thomas,NYJ,RB,Jax,W 23-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Elijhaa Penny,ARI,RB,SF,W 18-15,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Justin Davis,LAR,RB,@Dal,W 35-30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Taquan Mizzell,CHI,RB,@GB,L 14-35,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Tre Madden,SEA,RB,Ind,W 46-18,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
A.J. Green,CIN,WR,@Cle,W 31-7,0/0,0.0,0.0,0.0,0.0,0.0,0.0,6.6,94.7,0.5,,,,,,,,,,0.0,,,12.5
Antonio Brown,PIT,WR,@Bal,W 26-9,0/0,0.0,0.0,0.0,0.2,1.3,0.0,7.4,93.4,0.4,,,,,,,,,,0.0,,,12.1
Julio Jones,ATL,WR,Buf,L 17-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,5.9,90.7,0.5,,,,,,,,,,0.0,,,12.1
Jordy Nelson,GNB,WR,Chi,W 35-14,0/0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,74.7,0.6,,,,,,,,,,0.0,,,11.1
Michael Thomas,NOR,WR,@Mia,W 20-0,0/0,0.0,0.0,0.0,0.0,0.0,0.0,6.3,77.8,0.5,,,,,,,,,,0.0,,,10.7
Odell Beckham Jr.,NYG,WR,@TB,L 23-25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,6.1,81.0,0.4,,,,,,,,,,0.0,,,10.4
Dez Bryant,DAL,WR,LAR,L 30-35,0/0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,63.6,0.6,,,,,,,,,,0.0,,,9.9
Emmanuel Sanders,DEN,WR,Oak,W 16-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,69.4,0.4,,,,,,,,,,0.0,,,9.5
Tyreek Hill,KAN,WR,Wsh,W 29-20,0/0,0.0,0.0,0.0,1.7,11.1,0.1,5.0,58.5,0.3,,,,,,,,,,0.0,,,9.4
Demaryius Thomas,DEN,WR,Oak,W 16-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,5.4,70.8,0.4,,,,,,,,,,0.0,,,9.4
Brandin Cooks,NWE,WR,Car,L 30-33,0/0,0.0,0.0,0.0,0.4,2.3,0.0,4.8,66.4,0.4,,,,,,,,,,0.0,,,9.2
Keenan Allen,LAC,WR,Phi,L 24-26,0/0,0.0,0.0,0.0,0.0,0.0,0.0,6.2,71.6,0.4,,,,,,,,,,0.0,,,9.2
Chris Hogan,NWE,WR,Car,L 30-33,0/0,0.0,0.0,0.0,0.6,4.0,0.0,4.3,62.1,0.4,,,,,,,,,,0.0,,,9.2
Mike Evans,TAM,WR,NYG,W 25-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,65.8,0.4,,,,,,,,,,0.0,,,9.0
DeAndre Hopkins,HOU,WR,Ten,W 57-14,0/0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,67.3,0.4,,,,,,,,,,0.0,,,9.0
Alshon Jeffery,PHI,WR,@LAC,W 26-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,71.4,0.3,,,,,,,,,,0.0,,,9.0
Larry Fitzgerald,ARI,WR,SF,W 18-15,0/0,0.0,0.0,0.0,0.0,0.0,0.0,5.4,64.3,0.4,,,,,,,,,,0.0,,,8.9
DeVante Parker,MIA,WR,NO,L 0-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,61.5,0.4,,,,,,,,,,0.0,,,8.8
Stefon Diggs,MIN,WR,Det,L 7-14,0/0,0.0,0.0,0.0,0.5,3.1,0.0,5.3,62.6,0.3,,,,,,,,,,0.0,,,8.8
T.Y. Hilton,IND,WR,@Sea,L 18-46,0/0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,73.9,0.2,,,,,,,,,,0.0,,,8.6
Jarvis Landry,MIA,WR,NO,L 0-20,0/0,0.0,0.0,0.0,0.3,1.5,0.0,5.7,62.1,0.3,,,,,,,,,,0.0,,,8.4
Golden Tate,DET,WR,@Min,W 14-7,0/0,0.0,0.0,0.0,0.6,3.3,0.0,5.7,61.9,0.3,,,,,,,,,,0.0,,,8.3
Davante Adams,GNB,WR,Chi,W 35-14,0/0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,53.9,0.5,,,,,,,,,,0.0,,,8.2
DeSean Jackson,TAM,WR,NYG,W 25-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.9,64.2,0.3,,,,,,,,,,0.0,,,8.2
Adam Thielen,MIN,WR,Det,L 7-14,0/0,0.0,0.0,0.0,0.0,0.0,0.0,4.6,63.5,0.3,,,,,,,,,,0.0,,,8.2
Rishard Matthews,TEN,WR,@Hou,L 14-57,0/0,0.0,0.0,0.0,0.0,0.0,0.0,4.4,61.7,0.3,,,,,,,,,,0.0,,,8.1
Kelvin Benjamin,CAR,WR,@NE,W 33-30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,62.6,0.3,,,,,,,,,,0.0,,,7.9
Marqise Lee,JAC,WR,@NYJ,L 20-23,0/0,0.0,0.0,0.0,0.6,3.7,0.0,4.1,53.3,0.3,,,,,,,,,,0.0,,,7.9
Randall Cobb,GNB,WR,Chi,W 35-14,0/0,0.0,0.0,0.0,0.5,3.2,0.0,4.3,51.2,0.4,,,,,,,,,,0.0,,,7.9
Sammy Watkins,LAR,WR,@Dal,W 35-30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,61.2,0.3,,,,,,,,,,0.0,,,7.8
Mohamed Sanu,ATL,WR,Buf,L 17-23,0/0,0.0,0.0,0.0,0.3,1.6,0.0,4.2,49.3,0.4,,,,,,,,,,0.0,,,7.7
Tyrell Williams,LAC,WR,Phi,L 24-26,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,56.3,0.3,,,,,,,,,,0.0,,,7.7
Terrelle Pryor Sr.,WAS,WR,@KC,L 20-29,0/0,0.0,0.0,0.0,0.2,1.3,0.0,4.2,57.5,0.3,,,,,,,,,,0.0,,,7.7
Amari Cooper,OAK,WR,@Den,L 10-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,58.3,0.3,,,,,,,,,,0.0,,,7.6
Jamison Crowder,WAS,WR,@KC,L 20-29,0/0,0.0,0.0,0.0,0.2,1.5,0.0,5.0,59.2,0.2,,,,,,,,,,0.0,,,7.5
Martavis Bryant,PIT,WR,@Bal,W 26-9,0/0,0.0,0.0,0.0,0.4,2.2,0.0,3.6,51.5,0.3,,,,,,,,,,0.0,,,7.2
Jeremy Maclin,BAL,WR,Pit,L 9-26,0/0,0.0,0.0,0.0,0.0,0.0,0.0,4.4,55.7,0.3,,,,,,,,,,0.0,,,7.1
Doug Baldwin,SEA,WR,Ind,W 46-18,0/0,0.0,0.0,0.0,0.3,1.8,0.0,3.8,51.0,0.3,,,,,,,,,,0.0,,,7.1
Marvin Jones Jr.,DET,WR,@Min,W 14-7,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,50.0,0.3,,,,,,,,,,0.0,,,6.8
Eric Decker,TEN,WR,@Hou,L 14-57,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,47.7,0.3,,,,,,,,,,0.0,,,6.8
Pierre Garcon,SFO,WR,@Ari,L 15-18,0/0,0.0,0.0,0.0,0.0,0.0,0.0,4.4,55.3,0.2,,,,,,,,,,0.0,,,6.7
Kenny Stills,MIA,WR,NO,L 0-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,47.4,0.3,,,,,,,,,,0.0,,,6.7
Ted Ginn Jr.,NOR,WR,@Mia,W 20-0,0/0,0.0,0.0,0.0,0.2,1.8,0.0,3.2,46.1,0.3,,,,,,,,,,0.0,,,6.7
Travis Benjamin,LAC,WR,Phi,L 24-26,0/0,0.0,0.0,0.0,0.1,0.7,0.0,3.2,48.8,0.3,,,,,,,,,,0.0,,,6.6
Devin Funchess,CAR,WR,@NE,W 33-30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,51.5,0.2,,,,,,,,,,0.0,,,6.6
Jordan Matthews,BUF,WR,@Atl,W 23-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.9,51.8,0.2,,,,,,,,,,0.0,,,6.6
Brandon Marshall,NYG,WR,@TB,L 23-25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,47.5,0.3,,,,,,,,,,0.0,,,6.5
Tyler Lockett,SEA,WR,Ind,W 46-18,0/0,0.0,0.0,0.0,0.3,1.8,0.0,3.0,44.0,0.3,,,,,,,,,,0.0,,,6.4
Marquise Goodwin,SFO,WR,@Ari,L 15-18,0/0,0.0,0.0,0.0,0.1,0.7,0.0,3.4,50.2,0.2,,,,,,,,,,0.0,,,6.4
Robert Woods,LAR,WR,@Dal,W 35-30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.9,48.4,0.3,,,,,,,,,,0.0,,,6.3
Jermaine Kearse,NYJ,WR,Jax,W 23-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.9,50.3,0.2,,,,,,,,,,0.0,,,6.3
John Brown,ARI,WR,SF,W 18-15,0/0,0.0,0.0,0.0,0.3,1.7,0.0,2.9,45.0,0.3,,,,,,,,,,0.0,,,6.2
Sterling Shepard,NYG,WR,@TB,L 23-25,0/0,0.0,0.0,0.0,0.2,1.4,0.0,3.8,44.8,0.3,,,,,,,,,,0.0,,,6.2
Mike Wallace,BAL,WR,Pit,L 9-26,0/0,0.0,0.0,0.0,0.2,1.6,0.0,3.5,44.6,0.3,,,,,,,,,,0.0,,,6.2
Paul Richardson,SEA,WR,Ind,W 46-18,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,43.3,0.3,,,,,,,,,,0.0,,,6.1
Torrey Smith,PHI,WR,@LAC,W 26-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,46.9,0.2,,,,,,,,,,0.0,,,6.0
Allen Hurns,JAC,WR,@NYJ,L 20-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.3,44.0,0.3,,,,,,,,,,0.0,,,6.0
Jaron Brown,ARI,WR,SF,W 18-15,0/0,0.0,0.0,0.0,0.3,1.7,0.0,2.8,40.2,0.3,,,,,,,,,,0.0,,,5.8
Robby Anderson,NYJ,WR,Jax,W 23-20,0/0,0.0,0.0,0.0,0.2,1.4,0.0,3.5,47.2,0.2,,,,,,,,,,0.0,,,5.8
J.J. Nelson,ARI,WR,SF,W 18-15,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,42.2,0.3,,,,,,,,,,0.0,,,5.8
Brandon Coleman,NOR,WR,@Mia,W 20-0,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,39.1,0.3,,,,,,,,,,0.0,,,5.8
Cooper Kupp,LAR,WR,@Dal,W 35-30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,42.7,0.3,,,,,,,,,,0.0,,,5.7
Taylor Gabriel,ATL,WR,Buf,L 17-23,0/0,0.0,0.0,0.0,0.3,1.7,0.0,2.8,39.6,0.3,,,,,,,,,,0.0,,,5.7
Danny Amendola,NWE,WR,Car,L 30-33,0/0,0.0,0.0,0.0,0.1,0.8,0.0,4.2,40.8,0.3,,,,,,,,,,0.0,,,5.7
Cordarrelle Patterson,OAK,WR,@Den,L 10-16,0/0,0.0,0.0,0.0,1.8,14.4,0.0,2.8,25.6,0.2,,,,,,,,,,0.0,,,5.5
Brandon LaFell,CIN,WR,@Cle,W 31-7,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,40.1,0.2,,,,,,,,,,0.0,,,5.4
Kenny Britt,CLE,WR,Cin,L 7-31,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,40.3,0.2,,,,,,,,,,0.0,,,5.4
Donte Moncrief,IND,WR,@Sea,L 18-46,0/0,0.0,0.0,0.0,0.2,1.2,0.0,3.7,40.5,0.2,,,,,,,,,,0.0,,,5.4
Terrance Williams,DAL,WR,LAR,L 30-35,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,39.0,0.2,,,,,,,,,,0.0,,,5.3
Will Fuller V,HOU,WR,Ten,W 57-14,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,39.4,0.2,,,,,,,,,,0.0,,,5.3
Kendall Wright,CHI,WR,@GB,L 14-35,0/0,0.0,0.0,0.0,0.2,1.4,0.0,3.6,42.0,0.2,,,,,,,,,,0.0,,,5.3
Zay Jones,BUF,WR,@Atl,W 23-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,40.6,0.2,,,,,,,,,,0.0,,,5.3
Markus Wheaton,CHI,WR,@GB,L 14-35,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,42.0,0.2,,,,,,,,,,0.0,,,5.2
Seth Roberts,OAK,WR,@Den,L 10-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,35.1,0.3,,,,,,,,,,0.0,,,5.2
Bennie Fowler III,DEN,WR,Oak,W 16-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,37.2,0.2,,,,,,,,,,0.0,,,5.1
