Player,Team,Pos,Opp,GameTime,Cmp_Att,PsYds,PsTD,Int,RsAtt,RsYds,RsTD,Rec,RcYds,RcTD,1_39,40_49,50plus,KTot,XP,TT,Sck,FumF,FumR,Int,IntTD,FumTD,FFPts
Silas Redd,WAS,RB,Min,L 30-38,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Trey Watts,LAR,RB,Hou,W 33-7,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Austin Johnson,TAM,RB,NYJ,W 15-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Senorise Perry,MIA,RB,@Car,L 21-45,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Glenn Winston,CLE,RB,@Det,L 24-38,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Fitzgerald Toussaint,PIT,RB,@Ind,W 20-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Charcandrick West,KAN,RB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,
Roosevelt Nix,PIT,RB,@Ind,W 20-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
David Johnson,ARI,RB,Sea,L 16-22,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Marcus Murphy,NYJ,RB,@TB,L 10-15,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Jeremy Langford,BAL,RB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,
Malcolm Johnson,SEA,RB,@Ari,W 22-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Joey Iosefa,NWE,RB,@Den,W 41-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Jay Ajayi,PHI,RB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,
David Cobb,CHI,RB,GB,L 16-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Karlos Williams,PIT,RB,@Ind,W 20-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Javorius Allen,BAL,RB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,
Kenny Hilliard,WAS,RB,Min,L 30-38,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Josh Robinson,IND,RB,Pit,L 17-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Tyler Varga,IND,RB,Pit,L 17-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
T.J. Yeldon,JAC,RB,LAC,W 20-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Matt Jones,IND,RB,Pit,L 17-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Mike Davis,SEA,RB,@Ari,W 22-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Cameron Artis-Payne,CAR,RB,Mia,W 45-21,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Michael Dyer,OAK,RB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,
John Crockett,OAK,RB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,
Terrence Magee,ATL,RB,Dal,W 27-7,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Gus Johnson,LAC,RB,@Jax,L 17-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Zach Zenner,DET,RB,Cle,W 38-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Malcolm Brown,LAR,RB,Hou,W 33-7,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Terron Ward,ATL,RB,Dal,W 27-7,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Jarryd Hayne,SFO,RB,NYG,W 31-21,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Brandon Wegher,LAR,RB,Hou,W 33-7,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Alonzo Harris,GNB,RB,@Chi,W 23-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Nikita Whitlock,NYG,RB,@SF,L 21-31,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Trey Williams,DAL,RB,@Atl,L 7-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Ezekiel Elliott,DAL,RB,@Atl,L 7-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Tyler Ervin,HOU,RB,@LAR,L 7-33,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Kenneth Dixon,BAL,RB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,
DeAndre Washington,OAK,RB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,
Paul Perkins,NYG,RB,@SF,L 21-31,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Jonathan Williams,NOR,RB,@Buf,W 47-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Kelvin Taylor,ATL,RB,Dal,W 27-7,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Darius Jackson,CLE,RB,@Det,L 24-38,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Daniel Lasco,NOR,RB,@Buf,W 47-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Keith Marshall,WAS,RB,Min,L 30-38,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Zac Brooks,SEA,RB,@Ari,W 22-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Brandon Wilds,CLE,RB,@Det,L 24-38,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Jhurell Pressley,ATL,RB,Dal,W 27-7,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Byron Marshall,WAS,RB,Min,L 30-38,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
George Atkinson III,OAK,RB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,
James Wilder Jr.,BUF,RB,NO,L 10-47,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
D.J. Foster,ARI,RB,Sea,L 16-22,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Dreamius Smith,LAC,RB,@Jax,L 17-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Devon Johnson,CAR,RB,Mia,W 45-21,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Troymaine Pope,IND,RB,Pit,L 17-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Glenn Gronkowski,NWE,RB,@Den,W 41-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Julian Howsare,NYJ,RB,@TB,L 10-15,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Kenneth Farrow,LAC,RB,@Jax,L 17-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Paul Lasike,CHI,RB,GB,L 16-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Don Jackson,GNB,RB,@Chi,W 23-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
George Farmer,SEA,RB,@Ari,W 22-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Mack Brown,MIN,RB,@Wsh,W 38-30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Donnel Pumphrey,PHI,RB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,
De'Angelo Henderson,DEN,RB,NE,L 16-41,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Elijah Hood,OAK,RB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,
Marquez Williams,JAC,RB,LAC,W 20-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Kareem Hunt,KAN,RB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,
Dalvin Cook,MIN,RB,@Wsh,W 38-30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
T.J. Logan,ARI,RB,Sea,L 16-22,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Sam Rogers,LAR,RB,Hou,W 33-7,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Devante Mays,GNB,RB,@Chi,W 23-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Chris Carson,SEA,RB,@Ari,W 22-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Joe Williams,SFO,RB,NYG,W 31-21,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Khalfani Muhammad,TEN,RB,Cin,W 24-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Jeremy McNichols,TAM,RB,NYJ,W 15-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Brian Hill,CIN,RB,@Ten,L 20-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Freddie Stevenson,CHI,RB,GB,L 16-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Algernon Brown,NYJ,RB,@TB,L 10-15,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Jahad Thomas,NYJ,RB,@TB,L 10-15,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Elijhaa Penny,ARI,RB,Sea,L 16-22,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Taquan Mizzell,CHI,RB,GB,L 16-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Tre Madden,SEA,RB,@Ari,W 22-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Mike Gillislee,NWE,RB,@Den,W 41-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,-0.1
Antonio Brown,PIT,WR,@Ind,W 20-17,0/0,0.0,0.0,0.0,0.1,0.9,0.0,7.6,106.2,0.6,,,,,,,,,,0.0,,,14.5
A.J. Green,CIN,WR,@Ten,L 20-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,87.2,0.5,,,,,,,,,,0.0,,,11.6
Julio Jones,ATL,WR,Dal,W 27-7,0/0,0.0,0.0,0.0,0.0,0.0,0.0,5.8,88.3,0.4,,,,,,,,,,0.0,,,11.2
Doug Baldwin,SEA,WR,@Ari,W 22-16,0/0,0.0,0.0,0.0,0.3,1.6,0.0,6.0,75.0,0.5,,,,,,,,,,0.0,,,10.7
Dez Bryant,DAL,WR,@Atl,L 7-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,67.8,0.6,,,,,,,,,,0.0,,,10.3
Michael Thomas,NOR,WR,@Buf,W 47-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,6.8,79.1,0.4,,,,,,,,,,0.0,,,10.3
DeAndre Hopkins,HOU,WR,@LAR,L 7-33,0/0,0.0,0.0,0.0,0.0,0.0,0.0,6.1,71.4,0.4,,,,,,,,,,0.0,,,9.6
Demaryius Thomas,DEN,WR,NE,L 16-41,0/0,0.0,0.0,0.0,0.0,0.0,0.0,5.4,66.0,0.4,,,,,,,,,,0.0,,,8.7
Brandin Cooks,NWE,WR,@Den,W 41-16,0/0,0.0,0.0,0.0,0.3,1.5,0.0,4.6,64.5,0.3,,,,,,,,,,0.0,,,8.3
Sterling Shepard,NYG,WR,@SF,L 21-31,0/0,0.0,0.0,0.0,0.5,3.2,0.0,4.7,56.1,0.4,,,,,,,,,,0.0,,,8.3
DeSean Jackson,TAM,WR,NYJ,W 15-10,0/0,0.0,0.0,0.0,0.2,1.6,0.0,3.8,62.3,0.3,,,,,,,,,,0.0,,,8.3
Marvin Jones Jr.,DET,WR,Cle,W 38-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,54.0,0.5,,,,,,,,,,0.0,,,8.2
Golden Tate,DET,WR,Cle,W 38-24,0/0,0.0,0.0,0.0,0.5,2.8,0.0,4.8,55.9,0.3,,,,,,,,,,0.0,,,7.8
Adam Thielen,MIN,WR,@Wsh,W 38-30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,4.9,61.8,0.3,,,,,,,,,,0.0,,,7.8
Emmanuel Sanders,DEN,WR,NE,L 16-41,0/0,0.0,0.0,0.0,0.0,0.0,0.0,4.4,57.0,0.3,,,,,,,,,,0.0,,,7.5
Tyler Lockett,SEA,WR,@Ari,W 22-16,0/0,0.0,0.0,0.0,1.3,7.9,0.0,3.4,46.6,0.3,,,,,,,,,,0.0,,,7.4
Larry Fitzgerald,ARI,WR,Sea,L 16-22,0/0,0.0,0.0,0.0,0.0,0.0,0.0,5.4,58.0,0.3,,,,,,,,,,0.0,,,7.4
Stefon Diggs,MIN,WR,@Wsh,W 38-30,0/0,0.0,0.0,0.0,0.5,3.5,0.0,4.8,52.8,0.3,,,,,,,,,,0.0,,,7.4
Mohamed Sanu,ATL,WR,Dal,W 27-7,0/0,0.0,0.0,0.0,0.2,1.5,0.0,4.4,50.3,0.4,,,,,,,,,,0.0,,,7.3
Jarvis Landry,MIA,WR,@Car,L 21-45,0/0,0.0,0.0,0.0,0.2,1.2,0.0,6.0,57.8,0.2,,,,,,,,,,0.0,,,7.3
DeVante Parker,MIA,WR,@Car,L 21-45,0/0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,56.8,0.3,,,,,,,,,,0.0,,,7.2
Robby Anderson,NYJ,WR,@TB,L 10-15,0/0,0.0,0.0,0.0,0.3,1.6,0.0,3.5,51.1,0.3,,,,,,,,,,0.0,,,7.2
Robert Woods,LAR,WR,Hou,W 33-7,0/0,0.0,0.0,0.0,0.3,1.8,0.0,3.9,52.9,0.3,,,,,,,,,,0.0,,,7.1
Cooper Kupp,LAR,WR,Hou,W 33-7,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,49.5,0.4,,,,,,,,,,0.0,,,7.1
T.Y. Hilton,IND,WR,Pit,L 17-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,60.0,0.2,,,,,,,,,,0.0,,,7.1
Marqise Lee,JAC,WR,LAC,W 20-17,0/0,0.0,0.0,0.0,0.7,4.4,0.0,3.5,45.4,0.3,,,,,,,,,,0.0,,,6.8
Devin Funchess,CAR,WR,Mia,W 45-21,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,49.0,0.3,,,,,,,,,,0.0,,,6.8
JuJu Smith-Schuster,PIT,WR,@Ind,W 20-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.3,48.0,0.3,,,,,,,,,,0.0,,,6.7
Keenan Allen,LAC,WR,@Jax,L 17-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,53.8,0.2,,,,,,,,,,0.0,,,6.6
Jermaine Kearse,NYJ,WR,@TB,L 10-15,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.3,45.6,0.3,,,,,,,,,,0.0,,,6.6
Jamison Crowder,WAS,WR,Min,L 30-38,0/0,0.0,0.0,0.0,0.7,4.3,0.0,4.3,49.3,0.2,,,,,,,,,,0.0,,,6.5
Jordy Nelson,GNB,WR,@Chi,W 23-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,50.6,0.2,,,,,,,,,,0.0,,,6.4
Josh Doctson,WAS,WR,Min,L 30-38,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,43.7,0.3,,,,,,,,,,0.0,,,6.4
Kelvin Benjamin,BUF,WR,NO,L 10-47,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,44.3,0.3,,,,,,,,,,0.0,,,6.3
Sammy Watkins,LAR,WR,Hou,W 33-7,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,48.5,0.2,,,,,,,,,,0.0,,,6.3
John Brown,ARI,WR,Sea,L 16-22,0/0,0.0,0.0,0.0,0.2,1.4,0.0,3.3,48.8,0.2,,,,,,,,,,0.0,,,6.2
Rishard Matthews,TEN,WR,Cin,W 24-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,49.3,0.2,,,,,,,,,,0.0,,,6.2
Paul Richardson,SEA,WR,@Ari,W 22-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,43.7,0.3,,,,,,,,,,0.0,,,6.1
Ted Ginn Jr.,NOR,WR,@Buf,W 47-10,0/0,0.0,0.0,0.0,0.5,3.6,0.0,3.0,42.9,0.2,,,,,,,,,,0.0,,,6.0
Danny Amendola,NWE,WR,@Den,W 41-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,42.0,0.3,,,,,,,,,,0.0,,,6.0
Martavis Bryant,PIT,WR,@Ind,W 20-17,0/0,0.0,0.0,0.0,0.5,3.5,0.0,2.3,35.5,0.3,,,,,,,,,,0.0,,,5.8
Terrance Williams,DAL,WR,@Atl,L 7-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,42.7,0.3,,,,,,,,,,0.0,,,5.8
Will Fuller V,HOU,WR,@LAR,L 7-33,0/0,0.0,0.0,0.0,0.3,1.8,0.0,3.2,40.2,0.2,,,,,,,,,,0.0,,,5.8
Kenny Golladay,DET,WR,Cle,W 38-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,35.0,0.4,,,,,,,,,,0.0,,,5.7
Corey Davis,TEN,WR,Cin,W 24-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,43.7,0.2,,,,,,,,,,0.0,,,5.7
Taylor Gabriel,ATL,WR,Dal,W 27-7,0/0,0.0,0.0,0.0,0.5,3.0,0.0,2.9,40.7,0.2,,,,,,,,,,0.0,,,5.7
Marquise Goodwin,SFO,WR,NYG,W 31-21,0/0,0.0,0.0,0.0,0.1,0.8,0.0,2.9,42.5,0.2,,,,,,,,,,0.0,,,5.6
Brandon LaFell,CIN,WR,@Ten,L 20-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,40.0,0.3,,,,,,,,,,0.0,,,5.6
Allen Hurns,JAC,WR,LAC,W 20-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,39.8,0.3,,,,,,,,,,0.0,,,5.5
Eric Decker,TEN,WR,Cin,W 24-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,39.3,0.2,,,,,,,,,,0.0,,,5.4
Davante Adams,GNB,WR,@Chi,W 23-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,41.5,0.2,,,,,,,,,,0.0,,,5.3
Tavarres King,NYG,WR,@SF,L 21-31,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,36.2,0.3,,,,,,,,,,0.0,,,5.3
Aldrick Robinson,SFO,WR,NYG,W 31-21,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,42.1,0.2,,,,,,,,,,0.0,,,5.2
Adam Humphries,TAM,WR,NYJ,W 15-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,40.1,0.2,,,,,,,,,,0.0,,,5.2
Kenny Stills,MIA,WR,@Car,L 21-45,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,40.2,0.2,,,,,,,,,,0.0,,,5.2
Ricardo Louis,CLE,WR,@Det,L 24-38,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,41.7,0.2,,,,,,,,,,0.0,,,5.1
Roger Lewis,NYG,WR,@SF,L 21-31,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,35.7,0.3,,,,,,,,,,0.0,,,5.1
Russell Shepard,CAR,WR,Mia,W 45-21,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,37.2,0.2,,,,,,,,,,0.0,,,5.0
Chris Godwin,TAM,WR,NYJ,W 15-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,34.9,0.2,,,,,,,,,,0.0,,,5.0
Jaron Brown,ARI,WR,Sea,L 16-22,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,38.3,0.2,,,,,,,,,,0.0,,,4.9
Randall Cobb,GNB,WR,@Chi,W 23-16,0/0,0.0,0.0,0.0,0.5,3.1,0.0,3.7,36.8,0.1,,,,,,,,,,0.0,,,4.8
Ryan Grant,WAS,WR,Min,L 30-38,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,36.2,0.2,,,,,,,,,,0.0,,,4.8
Tavon Austin,LAR,WR,Hou,W 33-7,0/0,0.0,0.0,0.0,3.8,25.0,0.2,0.7,9.2,0.1,,,,,,,,,,0.0,,,4.7
J.J. Nelson,ARI,WR,Sea,L 16-22,0/0,0.0,0.0,0.0,0.4,2.8,0.0,2.1,34.0,0.2,,,,,,,,,,0.0,,,4.6
Jordan Matthews,BUF,WR,NO,L 10-47,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,33.3,0.2,,,,,,,,,,0.0,,,4.5
Travis Benjamin,LAC,WR,@Jax,L 17-20,0/0,0.0,0.0,0.0,0.4,3.1,0.0,2.1,30.2,0.1,,,,,,,,,,0.0,,,4.3
Tyrell Williams,LAC,WR,@Jax,L 17-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,33.8,0.1,,,,,,,,,,0.0,,,4.3
Cole Beasley,DAL,WR,@Atl,L 7-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,31.8,0.2,,,,,,,,,,0.0,,,4.2
Kendrick Bourne,SFO,WR,NYG,W 31-21,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,33.0,0.2,,,,,,,,,,0.0,,,4.2
Bruce Ellington,HOU,WR,@LAR,L 7-33,0/0,0.0,0.0,0.0,0.3,1.8,0.0,2.6,27.9,0.2,,,,,,,,,,0.0,,,4.0
Curtis Samuel,CAR,WR,Mia,W 45-21,0/0,0.0,0.0,0.0,0.9,4.4,0.0,2.1,25.4,0.1,,,,,,,,,,0.0,,,3.9
Donte Moncrief,IND,WR,Pit,L 17-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,28.7,0.2,,,,,,,,,,0.0,,,3.8
Terrelle Pryor Sr.,WAS,WR,Min,L 30-38,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,27.9,0.2,,,,,,,,,,0.0,,,3.7
Bryce Treggs,CLE,WR,@Det,L 24-38,0/0,0.0,0.0,0.0,0.1,0.7,0.0,1.9,29.1,0.1,,,,,,,,,,0.0,,,3.7
Bennie Fowler III,DEN,WR,NE,L 16-41,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,27.2,0.2,,,,,,,,,,0.0,,,3.6
Kendall Wright,CHI,WR,GB,L 16-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,28.2,0.1,,,,,,,,,,0.0,,,3.6
Chad Hansen,NYJ,WR,@TB,L 10-15,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,25.0,0.2,,,,,,,,,,0.0,,,3.5
Josh Malone,CIN,WR,@Ten,L 20-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,24.2,0.2,,,,,,,,,,0.0,,,3.4
Chester Rogers,IND,WR,Pit,L 17-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,26.3,0.1,,,,,,,,,,0.0,,,3.3
Markus Wheaton,CHI,WR,GB,L 16-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,24.9,0.1,,,,,,,,,,0.0,,,3.3
