playerId,player,playername,position,team,playerposition,playerteam,vor,points,actualPoints,overallECR,overallRank,positionRank,cost,salary,dropoff,adp,adpdiff,auctionValue,upper,lower,risk,sleeper
"79850","null","James Laurinaitis","LB","NO","LB","NO","-9.03","107.4516","null","null","148","26","null","null","0.7367","170","-22","1","109.6996","103.9","6.2858","9",
"2495353","null","Julius Thomas","TE","JAC","TE","JAC","-9.1074","104.051","null","96.4","149","10","null","null","3.3476","97.8183","51.1817","2.9825","122.4236","86.5","7.0623","5",
"2506581","null","Ryan Fitzpatrick","QB","NYJ","QB","NYJ","-9.1228","239.9999","null","139.4","150","18","null","null","5.9906","138.516","11.484","1.9025","260.6142","213.9908","4.7298","15",
"1062","null","Martellus Bennett","TE","NE","TE","NE","-9.3402","103.8182","null","119.8","151","11","null","null","6.6277","121.3883","29.6117","2.205","115.6102","89.7446","4.1965","10",
"927","null","Justin Forsett","RB","FA","RB","FA","-9.397","121.7417","null","116.6","152","34","null","null","4.5946","112.3675","39.6325","3.14","129.5373","114.11","5.8879","8",
"2506352","null","Thomas Davis","LB","CAR","LB","CAR","-9.7052","106.7764","null","null","153","27","null","null","1.0422","169.5","-16.5","4.65","109.3574","103.9807","4.1178","31",
"2543486","null","Ryan Shazier","LB","PIT","LB","PIT","-9.8283","106.6533","null","null","154","28","null","null","2.0307","137","17","3.6","114.7293","92.9904","3.8202","38",
"2550256","null","Willie Snead","WR","NO","WR","NO","-9.9874","112.279","null","103.1","155","42","null","null","1.0477","117.9833","37.0167","2.285","116.9987","97.7246","3.6975","50",
"2555295","null","Sterling Shepard","WR","NYG","WR","NYG","-10.0655","112.2009","null","100.3","156","43","null","null","5.0087","102.6133","53.3867","4.205","127.978","95.9386","5.2083","43",
"1330","null","Cliff Avril","DL","SEA","DL","SEA","-10.7028","70.2494","null","null","157","16","null","null","3.0236","169.2","-12.2","1.25","71.8373","68.6","4.513","null",
"2550545","null","Chris Boswell","K","PIT","K","PIT","-10.745","146.2838","null","209","158","3","null","null","2.6641","130.854","27.146","1.17","153.6827","133.7896","4.1044","null",
"2539935","null","Kiko Alonso","LB","MIA","LB","MIA","-11.6665","104.8152","null","null","159","29","null","null","0.6266","170","-11","1.5","113.4177","92.65","4.4579","28",
"2553432","null","Kevin White","WR","CHI","WR","CHI","-12.0047","110.2618","null","98.7","160","44","null","null","6.3246","108.075","51.925","4.525","117.3919","81.4561","5.2126","37",
"2506112","null","Karlos Dansby","LB","CIN","LB","CIN","-12.0515","104.4301","null","null","161","30","null","null","1.3471","173.1","-12.1","0.5","111.3658","94.95","6.6684","5",
"2543463","null","Khalil Mack","LB","OAK","LB","OAK","-12.5346","103.947","null","null","162","31","null","null","2.8094","85.05","76.95","9","117.7356","91.1602","6.2433","11",
"100020","null","Vikings","DST","MIN","DST","MIN","-12.7926","181.2438","null","188.6","163","4","null","null","4.0033","128.52","34.48","1.445","126.2204","108.4","3.5237","null",
"2495613","null","Corey Graham","DB","BUF","DB","BUF","-12.9339","111.4349","null","null","164","3","null","null","2.2369","123.5","40.5","3.45","116.1287","104.2","4.7829","28",
"71309","null","Graham Gano","K","CAR","K","CAR","-13.1006","143.9281","null","202.1","165","4","null","null","0.6812","116.52","48.48","1.3775","148.3927","134.7839","3.409","null",
"2532956","null","Ryan Tannehill","QB","MIA","QB","MIA","-13.2994","235.8233","null","137.5","166","19","null","null","6.5311","139.922","26.078","2.8025","246.3121","208.6","4.7789","18",
"2533534","null","Olivier Vernon","DL","NYG","DL","NYG","-13.5442","67.4081","null","null","167","17","null","null","1.184","161.1","5.9","3.2","69.1426","64.3301","2.2638","null",
"2507374","null","Steven Hauschka","K","SEA","K","SEA","-13.7176","143.3111","null","195.5","168","5","null","null","1.7343","118.9383","49.0617","1.635","148.1572","135.1","2.8092","null",
"2507232","null","Mason Crosby","K","GB","K","GB","-13.8461","143.1827","null","198.1","169","6","null","null","4.3048","133.66","35.34","1.305","150.5353","129.9285","3.3809","null",
"2495476","null","Jurrell Casey","DL","TEN","DL","TEN","-13.9087","67.0436","null","null","170","18","null","null","2.3951","221","-51","2.6","70.7348","62.7","3.2576","null",
"2550189","null","Isaiah Crowell","RB","CLE","RB","CLE","-13.9248","117.2139","null","98.7","171","35","null","null","1.3419","118.0483","52.9517","2.0625","125.8449","102.16","4.7196","31",
"2543770","null","Charles Sims","RB","TB","RB","TB","-14.0585","117.0802","null","99.9","172","36","null","null","5.9791","116.4867","55.5133","2.4","127.4658","107.91","5.0387","34",
"2552315","null","Jordan Hicks","LB","PHI","LB","PHI","-14.2626","102.219","null","null","173","32","null","null","2.2124","213.1","-40.1","4.2","126.6309","58.3602","3.0551","45",
"2540180","null","Tyrann Mathieu","DB","ARI","DB","ARI","-14.8134","109.5553","null","null","174","4","null","null","0.9122","115.745","58.255","5.55","121.5001","90.7904","6.1773","14",
"2552454","null","Landon Collins","DB","NYG","DB","NYG","-15.5282","108.8406","null","null","175","5","null","null","0.8195","154.7","20.3","3.95","115.1526","99.2","1.6687","61",
"496762","null","Geno Atkins","DL","CIN","DL","CIN","-15.5476","65.4046","null","null","176","19","null","null","1.5536","172.9","3.1","5.75","72.9795","59","3.1007","null",
"238457","null","Zach Miller","TE","CHI","TE","CHI","-15.5699","97.5886","null","144.8","177","12","null","null","1.1845","141.486","35.514","1.34","116.6574","86.9","4.9869","8",
"100013","null","Texans","DST","HOU","DST","HOU","-15.6355","178.4009","null","161.4","178","5","null","null","2.7795","101.225","76.775","1.68","123.7584","106.8","2.5432","null",
"2495775","null","Eric Weddle","DB","BAL","DB","BAL","-15.9231","108.4457","null","null","179","6","null","null","1.2721","175.5","3.5","2.1","114.1141","99.1","1.8082","59",
"2533046","null","Dwayne Allen","TE","IND","TE","IND","-16.366","96.7925","null","115.6","180","13","null","null","1.9816","134.4017","45.5983","2.0475","103.3999","86.8644","4.8065","12",
"2533058","null","Vontaze Burfict","LB","CIN","LB","CIN","-16.4254","100.0562","null","null","181","33","null","null","1.1682","195","-14","1.5","104.5203","92.2","4.7554","25",
"2507999","null","Chris Ivory","RB","JAC","RB","JAC","-16.4749","114.6638","null","84.9","182","37","null","null","10.4659","89.1283","92.8717","3.5675","130.9992","90.7973","5.7733","21",
"2495252","null","K.J. Wright","LB","SEA","LB","SEA","-16.5247","99.9569","null","null","183","34","null","null","2.4495","162.1","20.9","2.4","105.4658","89.7","4.0753","33",
"2532789","null","Mark Barron","DB","LA","DB","LA","-16.7724","107.5964","null","null","184","7","null","null","2.2792","null","null","3","108.9762","105.8","null","76",
"2552466","null","Marcus Mariota","QB","TEN","QB","TEN","-16.9273","232.1954","null","124.8","185","20","null","null","6.1775","123.854","61.146","3.7825","238.814","215.24","9.6082","21",
"2495259","null","Dan Bailey","K","DAL","K","DAL","-17.0578","139.971","null","199.4","186","7","null","null","3.441","132.482","53.518","1.2625","149.5573","130.1","3.6378","null",
"2506314","null","Cameron Wake","DL","MIA","DL","MIA","-17.06","63.8922","null","null","187","20","null","null","0.2972","170","17","1","70.8656","57.5301","4.513","null",
"2495920","null","Rob Ninkovich","DL","NE","DL","NE","-17.1424","63.8098","null","null","188","21","null","null","0.8605","211.2","-23.2","1.95","66.2779","59.85","7.076","null",
"2505629","null","Jason Witten","TE","DAL","TE","DAL","-17.1428","96.0156","null","133.6","189","14","null","null","4.4459","128.4033","60.5967","2.105","103.7807","88.4","3.6689","15",
"2507617","null","Michael Bennett","DL","SEA","DL","SEA","-17.5721","63.3802","null","null","190","22","null","null","0.9411","148","42","2.75","71.675","48.1602","4.3038","null",
"2532948","null","Harrison Smith","DB","MIN","DB","MIN","-17.6178","106.7509","null","null","191","8","null","null","2.9661","146.1","44.9","4","118.65","90.05","2.2265","57",
"100021","null","Patriots","DST","NE","DST","NE","-17.9564","176.08","null","182.3","192","6","null","null","1.031","118.565","73.435","1.1325","121.9567","97.65","2.0164","null",
"2555333","null","Corey Coleman","WR","CLE","WR","CLE","-18.1438","104.1227","null","105.3","193","45","null","null","1.5231","122.894","70.106","3.145","110.4088","93.112","6.3732","46",
"2508109","null","Cameron Heyward","DL","PIT","DL","PIT","-18.4338","62.5185","null","null","194","23","null","null","0.4385","170","24","1","69.047","50.6602","4.4607","null",
"2532790","null","Travis Benjamin","WR","SD","WR","SD","-18.5147","103.7517","null","113.9","195","46","null","null","3.7252","126.2817","68.7183","2.1925","123.7764","78.5997","4.751","29",
"2495982","null","Mario Williams","DL","MIA","DL","MIA","-18.5926","62.3596","null","null","196","24","null","null","1.3692","170","26","1","69.823","55.8301","6.7622","null",
"2532890","null","Mychal Kendricks","LB","PHI","LB","PHI","-18.6625","97.8191","null","null","197","35","null","null","0.8862","170","27","1.5","105.1941","84.1602","4.9255","20",
"100006","null","Bengals","DST","CIN","DST","CIN","-18.8736","175.1628","null","190","198","7","null","null","19.6515","127.345","70.655","1.4425","115.9249","103.4","1.7442","null",
"100030","null","Seahawks","DST","SEA","DST","SEA","-19.1012","174.9352","null","140.5","199","8","null","null","47.5582","79.5325","119.4675","3.9075","118.9722","81.7","3.1928","22",
"496816","null","Gerald McCoy","DL","TB","DL","TB","-19.152","61.8003","null","null","200","25","null","null","1.7602","170","30","1","65.589","56.8301","4.6699","null",
"2541556","null","Brandon McManus","K","DEN","K","DEN","-19.244","137.7847","null","228.1","201","8","null","null","2.5516","142.108","58.892","1.365","143.0465","124.1","4.7807","13",
"2543597","null","Avery Williamson","LB","TEN","LB","TEN","-19.2858","97.1958","null","null","202","36","null","null","0.5346","170","32","1","104.5596","83.6602","4.7979","24",
"2540148","null","Tyler Eifert","TE","CIN","TE","CIN","-19.5524","93.6061","null","null","203","15","null","null","4.3401","91.7967","111.2033","6.0725","114.8541","79.2","9.8007","1",
"2543592","null","Anthony Hitchens","LB","DAL","LB","DAL","-19.8116","96.67","null","null","204","37","null","null","0.2689","170","34","0.5","99.7361","93.3301","5.0105","18",
"2495621","null","David Harris","LB","NYJ","LB","NYJ","-19.8293","96.6524","null","null","205","38","null","null","1.1431","235.7","-30.7","0.5","103.8667","85.95","4.2028","30",
"2543720","null","Chris Kirksey","LB","CLE","LB","CLE","-20.3316","96.15","null","null","206","39","null","null","1.3235","null","null","0","96.15","96.15","null","null",
"496727","null","Morgan Burnett","DB","GB","DB","GB","-20.4854","103.8833","null","null","207","9","null","null","1.0101","141","66","2.95","113.6145","92.6","2.3195","56",
"2539320","null","Kenny Vaccaro","DB","NO","DB","NO","-20.6825","103.6863","null","null","208","10","null","null","2.4796","138.6","69.4","2.95","107.3571","100.05","3.3885","50",
"71193","null","Robert Ayers","DL","TB","DL","TB","-20.7718","60.1805","null","null","209","26","null","null","0.471","216.3","-7.3","1.5","69.0267","43.6602","6.0299","null",
"2537931","null","Josh Gordon","WR","CLE","WR","CLE","-20.819","101.4474","null","null","210","47","null","null","3.1846","91.015","118.985","5.75","117.3732","77.0881","5.4143","6",
"496796","null","Jerry Hughes","DL","BUF","DL","BUF","-21.0525","59.8997","null","null","211","27","null","null","0.5338","null","null","1","78.9989","21.55","null","null",
"2543483","null","Stephon Tuitt","DL","PIT","DL","PIT","-21.4331","59.5191","null","null","212","28","null","null","0.3208","170","42","1","62.9662","54.3301","2.2638","null",
"2533057","null","Donta Hightower","LB","NE","LB","NE","-21.6132","94.8684","null","null","213","40","null","null","0.3149","170","43","1","97.3272","90.6602","3.9053","36",
"2543459","null","Anthony Barr","LB","MIN","LB","MIN","-21.6971","94.7845","null","null","214","41","null","null","0.7139","192.8","21.2","2.8","99.3758","87.9904","3.8627","37",
"2533026","null","Derek Wolfe","DL","DEN","DL","DEN","-21.7395","59.2127","null","null","215","29","null","null","0.0614","225","-10","1","61.1141","56.3301","5.5591","null",
"2532968","null","Blair Walsh","K","MIN","K","MIN","-21.7535","135.2753","null","206.7","216","9","null","null","0.4757","141.322","74.678","1.2475","138.9949","131.5","3.9805","22",
"2540142","null","Sheldon Richardson","DL","NYJ","DL","NYJ","-21.7683","59.184","null","null","217","30","null","null","0.1632","219.8","-2.8","1","60.6928","56.8","4.513","null",
"2543484","null","Kony Ealy","DL","CAR","DL","CAR","-21.8335","59.1187","null","null","218","31","null","null","0.3579","170","48","0.5","66.373","52.9904","3.4145","null",
"2550636","null","Cairo Santos","K","KC","K","KC","-21.8379","135.1909","null","221.6","219","10","null","null","1.2243","144.974","74.026","1.135","138.2324","128","3.7645","23",
"2533006","null","Jaye Howard","DL","KC","DL","KC","-22.0294","58.9228","null","null","220","32","null","null","0.5127","213.7","6.3","1","62.5576","52.15","4.1468","null",
"2540013","null","Will Compton","LB","WAS","LB","WAS","-22.1591","94.3225","null","null","221","42","null","null","0.512","170","51","0.5","105.726","74.1602","4.968","19",
"79848","null","Malcolm Jenkins","DB","PHI","DB","PHI","-22.3086","102.0602","null","null","222","11","null","null","1.9148","163.8","58.2","3.45","114.6705","88.85","3.8068","47",
"496788","null","Brandon Graham","DL","PHI","DL","PHI","-22.3535","58.5988","null","null","223","33","null","null","0.3872","null","null","1","64.7001","49.6602","null","null",
"2550325","null","Chandler Catanzaro","K","ARI","K","ARI","-22.6205","134.4082","null","202.8","224","11","null","null","3.6549","134.052","89.948","1.18","139.1136","115.8","2.9653","27",
"2539277","null","Manti Teo","LB","SD","LB","SD","-22.6628","93.8188","null","null","225","43","null","null","0.0501","170","55","0.5","100.4505","82.6602","5.9457","12",
"2495202","null","Von Miller","LB","DEN","LB","DEN","-22.6794","93.8022","null","null","226","44","null","null","0.3702","114.6","111.4","4.55","105.8023","83.45","4.7554","25",
"2532873","null","Malik Jackson","DL","JAC","DL","JAC","-22.7307","58.2215","null","null","227","34","null","null","0.0395","208.8","18.2","3.35","60.4559","54.8301","4.6699","null",
"310","null","Matt Ryan","QB","ATL","QB","ATL","-22.7336","226.3891","null","133.9","228","21","null","null","2.3721","129.938","98.062","3.2","231.7691","213.621","4.0428","24",
"2552321","null","Stephone Anthony","LB","NO","LB","NO","-22.7465","93.7352","null","null","229","45","null","null","1.2554","220.8","8.2","5.3","105.4433","78","4.883","21",
"2539304","null","Devin Taylor","DL","DET","DL","DET","-22.7505","58.2017","null","null","230","35","null","null","0.0521","170","60","0","62.1595","52.45","4.3561","null",
"71197","null","Connor Barwin","DL","PHI","DL","PHI","-22.7899","58.1623","null","null","231","36","null","null","0.5691","null","null","1","69.2494","40.75","null","null",
"2532825","null","Vinny Curry","DL","PHI","DL","PHI","-22.8155","58.1368","null","null","232","37","null","null","1.2143","170","62","0.5","71.5722","38.8301","7.0237","null",
"2552306","null","Ben Heeney","LB","OAK","LB","OAK","-23.3527","93.1289","null","null","233","46","null","null","1.5633","170","63","0.5","105.7596","69.4904","3.7352","40",
"2504211","null","Tom Brady","QB","NE","QB","NE","-23.476","225.6466","null","null","234","22","null","null","8.0493","63.015","170.985","10.75","234.8005","209.48","4.0198","16",
"2503471","null","Adam Vinatieri","K","IND","K","IND","-23.5039","133.5249","null","200","235","12","null","null","5.8117","142.158","92.842","1.3525","140.6889","118.0132","3.7626","24",
"2495979","null","DeAngelo Williams","RB","PIT","RB","PIT","-23.6002","107.5386","null","101","236","38","null","null","7.1894","89.7367","146.2633","3.99","115.4927","88.853","4.1456","29",
"2543466","null","Eric Ebron","TE","DET","TE","DET","-23.6251","89.5334","null","132.8","237","16","null","null","2.5268","145.36","91.64","1.9475","93.7718","70.4","5.3308","11",
"2530660","null","Kamar Aiken","WR","BAL","WR","BAL","-23.6609","98.6056","null","125.2","238","48","null","null","1.0129","132.1367","105.8633","1.88","117.3687","73.5748","6.6326","11",
"2552486","null","Leonard Williams","DL","NYJ","DL","NYJ","-23.9026","57.0497","null","null","239","38","null","null","0.4117","170.1","68.9","1.75","58.0587","55.55","5.193","null",
"2495807","null","Antoine Bethea","DB","SF","DB","SF","-24.0155","100.3533","null","null","240","12","null","null","0.6114","215.6","24.4","1","109.8201","88.65","4.6899","29",
"2507187","null","Charles Johnson","DL","CAR","DL","CAR","-24.157","56.7952","null","null","241","39","null","null","0.7303","170","71","0.5","64.8177","49.25","5.3499","null",
"2495139","null","Charles Clay","TE","BUF","TE","BUF","-24.1598","88.9987","null","159.3","242","17","null","null","5.8476","147.97","94.03","1.55","96.4249","77.6902","4.8819","13",
"2539291","null","Markus Wheaton","WR","PIT","WR","PIT","-24.3463","97.9201","null","120.7","243","49","null","null","0.7649","128.36","114.64","1.97","114.5051","73.8141","5.111","31",
"2543571","null","Bashaud Breeland","DB","WAS","DB","WAS","-24.4313","99.9374","null","null","244","13","null","null","1.5028","172.7","71.3","2.95","107.956","90.9807","2.8772","54",
"2495483","null","Corey Liuget","DL","SD","DL","SD","-24.4716","56.4806","null","null","245","40","null","null","1.0983","170","75","0.5","58.3433","53.2","4.6176","null",
